season,casual,registered,cnt,holiday,weekday,workingday,mnth
summer,1027,6028,7055,0,3,1,6
summer,1038,6456,7494,0,4,1,6
summer,1488,6248,7736,0,5,1,6
summer,2708,4790,7498,0,6,0,6
summer,2224,4374,6598,0,0,0,6
summer,1017,5647,6664,0,1,1,6
summer,477,4495,4972,0,2,1,6
summer,1173,6248,7421,0,3,1,6
summer,1180,6183,7363,0,4,1,6
summer,1563,6102,7665,0,5,1,6
summer,2963,4739,7702,0,6,0,6
summer,2634,4344,6978,0,0,0,6
summer,653,4446,5099,0,1,1,6
summer,968,5857,6825,0,2,1,6
summer,872,5339,6211,0,3,1,6
fall,778,5127,5905,0,4,1,6
fall,964,4859,5823,0,5,1,6
fall,2657,4801,7458,0,6,0,6
fall,2551,4340,6891,0,0,0,6
fall,1139,5640,6779,0,1,1,6
fall,1077,6365,7442,0,2,1,6
fall,1077,6258,7335,0,3,1,6
fall,921,5958,6879,0,4,1,6
fall,829,4634,5463,0,5,1,6
fall,1455,4232,5687,0,6,0,6
fall,1421,4110,5531,0,0,0,7
fall,904,5323,6227,0,1,1,7
fall,1052,5608,6660,0,2,1,7
fall,2562,4841,7403,1,3,0,7
fall,1405,4836,6241,0,4,1,7
fall,1366,4841,6207,0,5,1,7
fall,1448,3392,4840,0,6,0,7
fall,1203,3469,4672,0,0,0,7
fall,998,5571,6569,0,1,1,7
fall,954,5336,6290,0,2,1,7
fall,975,6289,7264,0,3,1,7
fall,1032,6414,7446,0,4,1,7
fall,1511,5988,7499,0,5,1,7
fall,2355,4614,6969,0,6,0,7
fall,1920,4111,6031,0,0,0,7
fall,1088,5742,6830,0,1,1,7
fall,921,5865,6786,0,2,1,7
fall,799,4914,5713,0,3,1,7
fall,747,5123,5870,0,5,1,7
fall,1264,3195,4459,0,6,0,7
fall,1264,3195,4459,0,6,0,10
fall,1264,3195,4459,0,0,0,7
fall,1264,3195,4459,0,0,0,10
winter,998,3461,4459,0,6,0,7
winter,998,3461,4459,0,6,0,10
winter,998,3461,4459,0,0,0,7
winter,998,3461,4459,0,0,0,10
fall,2544,4866,7410,0,0,0,7
fall,1135,5831,6966,0,1,1,7
fall,1140,6452,7592,0,2,1,7
fall,1383,6790,8173,0,3,1,7
fall,1036,5825,6861,0,4,1,7
fall,1259,5645,6904,0,5,1,7
fall,2234,4451,6685,0,6,0,7
fall,2153,4444,6597,0,0,0,7
fall,1040,6065,7105,0,1,1,7
fall,968,6248,7216,0,2,1,7
fall,1074,6506,7580,0,3,1,8
fall,983,6278,7261,0,4,1,8
fall,1328,5847,7175,0,5,1,8
fall,2345,4479,6824,0,6,0,8
fall,2345,4479,6824,0,6,0,10
fall,2345,4479,6824,0,0,0,8
fall,2345,4479,6824,0,0,0,10
winter,2132,4692,6824,0,6,0,8
winter,2132,4692,6824,0,6,0,10
winter,2132,4692,6824,0,0,0,8
winter,2132,4692,6824,0,0,0,10
fall,1707,3757,5464,0,0,0,8
fall,1233,5780,7013,0,1,1,8
fall,1278,5995,7273,0,2,1,8
fall,1263,6271,7534,0,3,1,8
fall,1263,6271,7534,0,3,1,10
fall,1263,6271,7534,0,2,1,8
fall,1263,6271,7534,0,2,1,10
winter,922,6612,7534,0,3,1,8
winter,922,6612,7534,0,3,1,10
winter,922,6612,7534,0,2,1,8
winter,922,6612,7534,0,2,1,10
fall,1196,6090,7286,0,4,1,8
fall,1065,4721,5786,0,5,1,8
fall,2247,4052,6299,0,6,0,8
fall,2182,4362,6544,0,0,0,8
fall,1128,5656,6784,0,2,1,8
fall,1198,6149,7347,0,3,1,8
fall,1338,6267,7605,0,4,1,8
fall,1483,5665,7148,0,5,1,8
fall,2827,5038,7865,0,6,0,8
fall,1208,3341,4549,0,0,0,8
fall,1026,5504,6530,0,1,1,8
fall,1081,5925,7006,0,2,1,8
fall,1094,6281,7375,0,3,1,8
fall,1363,6402,7765,0,4,1,8
fall,1325,6257,7582,0,5,1,8
fall,1829,4224,6053,0,6,0,8
fall,1483,3772,5255,0,0,0,8
fall,989,5928,6917,0,1,1,8
fall,935,6105,7040,0,2,1,8
fall,1177,6520,7697,0,3,1,8
fall,1172,6541,7713,0,4,1,8
fall,1433,5917,7350,0,5,1,8
fall,2352,3788,6140,0,6,0,9
fall,2613,3197,5810,0,0,0,9
fall,1965,4069,6034,1,1,0,9
fall,867,5997,6864,0,2,1,9
fall,832,6280,7112,0,3,1,9
fall,611,5592,6203,0,4,1,9
fall,1045,6459,7504,0,5,1,9
fall,1557,4419,5976,0,6,0,9
fall,2570,5657,8227,0,0,0,9
fall,1118,6407,7525,0,1,1,9
fall,1070,6697,7767,0,2,1,9
fall,1050,6820,7870,0,3,1,9
fall,1054,6750,7804,0,4,1,9
fall,1379,6630,8009,0,5,1,9
fall,3160,5554,8714,0,6,0,9
fall,2166,5167,7333,0,0,0,9
fall,1022,5847,6869,0,1,1,9
fall,788,6803,7591,0,3,1,9
fall,939,6781,7720,0,4,1,9
fall,1250,6917,8167,0,5,1,9
fall,2512,5883,8395,0,6,0,9
winter,2454,5453,7907,0,0,0,9
winter,1001,6435,7436,0,1,1,9
winter,845,6693,7538,0,2,1,9
winter,787,6946,7733,0,3,1,9
winter,751,6642,7393,0,4,1,9
winter,1045,6370,7415,0,5,1,9
winter,2589,5966,8555,0,6,0,9
winter,2015,4874,6889,0,0,0,9
winter,763,6015,6778,0,1,1,10
winter,315,4324,4639,0,2,1,10
winter,728,6844,7572,0,3,1,10
winter,891,6437,7328,0,4,1,10
winter,1516,6640,8156,0,5,1,10
winter,3031,4934,7965,0,6,0,10
winter,781,2729,3510,0,0,0,10
winter,874,4604,5478,1,1,0,10
winter,601,5791,6392,0,2,1,10
winter,780,6911,7691,0,3,1,10
winter,834,6736,7570,0,4,1,10
winter,1060,6222,7282,0,5,1,10
winter,2252,4857,7109,0,6,0,10
winter,2080,4559,6639,0,0,0,10
winter,760,5115,5875,0,1,1,10
winter,979,6482,7461,0,3,1,10
winter,1008,6501,7509,0,4,1,10
winter,753,4671,5424,0,5,1,10
winter,2806,5284,8090,0,6,0,10
winter,830,6228,7058,0,1,1,10
winter,841,6625,7466,0,2,1,10
winter,795,6898,7693,0,3,1,10
winter,875,6484,7359,0,4,1,10
winter,1182,6262,7444,0,5,1,10
winter,2643,5209,7852,0,6,0,10
winter,2,20,22,0,1,1,10
winter,419,5147,5566,0,3,1,10
winter,466,5520,5986,0,4,1,11
winter,1029,4109,5138,0,6,0,11
winter,1201,3906,5107,0,0,0,11
winter,378,4881,5259,0,1,1,11
winter,466,5220,5686,0,2,1,11
winter,326,4709,5035,0,3,1,11
winter,340,4975,5315,0,4,1,11
winter,709,5283,5992,0,5,1,11
winter,2290,4562,6852,0,0,0,11
winter,1097,5172,6269,1,1,0,11
winter,327,3767,4094,0,2,1,11
winter,373,5122,5495,0,3,1,11
winter,320,5125,5445,0,4,1,11
winter,1313,4316,5629,0,6,0,11
winter,922,3747,4669,0,0,0,11
winter,449,5050,5499,0,1,1,11
winter,534,5100,5634,0,2,1,11
winter,615,4531,5146,0,3,1,11
winter,1603,2307,3910,0,5,1,11
winter,532,1745,2277,0,6,0,11
winter,337,4750,5087,0,1,1,11
winter,123,3836,3959,0,2,1,11
winter,243,5080,5323,0,4,1,11
winter,362,5306,5668,0,5,1,11
winter,555,5679,6234,0,1,1,12
winter,551,6055,6606,0,2,1,12
winter,331,5398,5729,0,3,1,12
winter,340,5035,5375,0,4,1,12
winter,349,4659,5008,0,5,1,12
winter,1153,4429,5582,0,6,0,12
winter,441,2787,3228,0,0,0,12
winter,329,4841,5170,0,1,1,12
winter,282,5219,5501,0,2,1,12
winter,310,5009,5319,0,3,1,12
winter,425,5107,5532,0,4,1,12
winter,429,5182,5611,0,5,1,12
winter,767,4280,5047,0,6,0,12
winter,538,3248,3786,0,0,0,12
winter,212,4373,4585,0,1,1,12
winter,433,5124,5557,0,2,1,12
winter,333,4934,5267,0,3,1,12
winter,314,3814,4128,0,4,1,12
springer,221,3402,3623,0,5,1,12
springer,205,1544,1749,0,6,0,12
springer,408,1379,1787,0,0,0,12
springer,174,746,920,0,1,1,12
springer,440,573,1013,1,2,0,12
springer,9,432,441,0,3,1,12
springer,247,1867,2114,0,4,1,12
springer,644,2451,3095,0,5,1,12
springer,159,1182,1341,0,6,0,12
springer,364,1432,1796,0,0,0,12
springer,439,2290,2729,0,1,1,12
